ID_Petugas,Nama_Petugas,Password,Nomor_Telp,Jabatan
PTG00914,Rachel Sitompul,dJ*w7LgeHQ,0813537642,Kasir
PTG00915,Drs. Ghaliyati Suryatmi,iEWGdo$t$0,+62 (0011) 499-7475,Admin
PTG00916,Titi Lestari,8VX7IOWbk$,(010) 340 5736,Admin
PTG00917,H. Laksana Kuswoyo,98XxBY8a!e,(0169) 916 5872,Petugas Loket
PTG00918,Hendra Prayoga,71DTeLtv%b,+62 (027) 898-8524,Petugas Loket
PTG00919,Hj. Restu Haryanto,R*d)6CAu4e,+62-185-596-7071,Admin
PTG00920,Umi Oktaviani,%4h!RgwKI+,+62-079-729-6822,Supervisor
PTG00921,"Putri Mardhiyah, S.Psi",ug74NmEoF+,(054) 758-7837,Supervisor
PTG00922,Viktor Halim,+5ZVGdOsBe,+62-0040-256-0041,Kasir
PTG00923,Uda Januar,&Nz6zPoec*,(042) 729-9043,Petugas Loket
PTG00924,Dr. Lasmono Januar,_moK_O6^*6,+62 (0647) 256-0467,Admin
PTG00925,R.M. Martani Gunawan,@N*3e#mt%_,+62 (20) 667 6654,Petugas Loket
PTG00926,"Adhiarja Simbolon, S.H.",I2dIT44f+h,+62 (813) 805-7321,Petugas Loket
PTG00927,Harja Handayani,(nM((jzDF8,0868744123,Supervisor
PTG00928,Samiah Rahmawati,a)BH+8BnGS,(0519) 378 4953,Petugas Loket
PTG00929,Rafid Natsir,q*CZ3Iyc(v,+62 (65) 322 2470,Kasir
PTG00930,"Shania Melani, S.IP",d0f1I8jq!a,+62 (026) 817-9300,Supervisor
PTG00931,Dt. Gaman Mulyani,a9z$(T4e(z,(035) 869 9021,Supervisor
PTG00932,"Sutan Bagiya Kuswoyo, S.Farm",I6S^tjtx+j,083 620 7498,Petugas Loket
PTG00933,"Drs. Violet Saptono, M.Farm",o+p_65TcFx,(057) 813 0499,Supervisor
PTG00934,Zizi Hakim,%H3QER_suq,+62 (48) 764 1261,Kasir
PTG00935,Mulyono Purnawati,BH^!5PUixQ,088 598 8192,Admin
PTG00936,Ian Suryatmi,2F&5_MctI5,+62 (0183) 995 5780,Kasir
PTG00937,Utama Mansur,Oc@(0C@oaU,+62-414-391-0323,Supervisor
PTG00938,"Tira Maheswara, M.TI.",&6JNOMZ_su,+62-0843-782-6018,Kasir
PTG00939,Nadine Kusmawati,1v)_5Uvh7E,(0502) 188 5211,Supervisor
PTG00940,Paramita Saragih,GRVH0Hnw1&,0835894770,Petugas Loket
PTG00941,Ratih Prasasta,D)Z+9BFqe_,(0781) 898 6361,Supervisor
PTG00942,"R.A. Queen Simbolon, M.Ak",+4)xYTh0wu,(0377) 962 6389,Admin
PTG00943,Yance Thamrin,%9TSplk@SZ,086 690 6251,Kasir
PTG00944,Nurul Sinaga,)iiTDidb5b,(0242) 274-9665,Petugas Loket
PTG00945,"Sakura Mahendra, M.Ak",wDL%+8Gbt3,+62 (777) 734-2658,Supervisor
PTG00946,"Dr. Janet Hardiansyah, S.Kom",_1W7MNAc1j,(0466) 697-4721,Kasir
PTG00947,Devi Narpati,Ja3z$Lim%t,(073) 507 8107,Kasir
PTG00948,Karman Prasetyo,Mzw9cvJG7_,(027) 564 4390,Kasir
PTG00949,dr. Bella Usamah,)@a2Mukm5G,081 135 3739,Petugas Loket
PTG00950,Karimah Manullang,W*2KM%EzVY,(099) 154 8270,Supervisor
PTG00951,Maryadi Mahendra,d3yGGy7@)K,(0712) 918-4251,Supervisor
PTG00952,"Rika Thamrin, S.Farm",@E7N4FvdBO,+62 (82) 933 5287,Petugas Loket
PTG00953,Drs. Jamal Jailani,^a3vILozIc,083 101 8508,Admin
PTG00954,Dt. Warji Namaga,AvD@cSMx*5,(0447) 619-3788,Kasir
PTG00955,Keisha Nababan,C4MmKhy4&U,+62 (050) 237 4387,Supervisor
PTG00956,Edward Sihotang,Wd5!Fh@Nt!,+62 (977) 366-0985,Petugas Loket
PTG00957,Puti Rachel Puspita,NYGEX7Rjl@,+62-0198-444-9616,Petugas Loket
PTG00958,Surya Pratiwi,628K+_Pp^K,+62 (579) 832 2900,Kasir
PTG00959,Gaman Rahmawati,gK!S5BJl8u,+62 (023) 933-0653,Petugas Loket
PTG00960,Hardana Nababan,+tVSUT+p5V,(0882) 737-6309,Kasir
PTG00961,Mutia Prasetya,)oIU8XPhC!,+62 (96) 290 1079,Supervisor
PTG00962,Nyana Najmudin,_QD2@MblJ+,0872458198,Kasir
PTG00963,Salsabila Firmansyah,OeiJlagD(8,+62-070-513-0696,Admin
PTG00964,Elvina Haryanto,G8D#kNvv#U,+62 (41) 371-7306,Kasir
PTG00965,"Febi Pratiwi, S.Gz",#Tc5yQgQ(K,(006) 775-5957,Kasir
PTG00966,"Sutan Oman Simbolon, S.Pd",xKKs)y91@0,0855872357,Admin
PTG00967,T. Praba Tarihoran,*2(k&%BwqU,+62 (061) 155-6613,Kasir
PTG00968,"Edi Budiyanto, S.T.",*nCABSbY@5,+62 (0935) 658-0363,Petugas Loket
PTG00969,Sutan Hadi Siregar,Ej2*Ffj%i*,(039) 000 4539,Supervisor
PTG00970,"Pia Budiyanto, S.T.",l8YY*!Ur+T,(0098) 166-8813,Supervisor
PTG00971,Dartono Utami,((4MGtuG+K,(012) 769-8762,Supervisor
PTG00972,"R.M. Panji Padmasari, S.I.Kom",8*%TP9Jpa&,+62-042-614-4716,Supervisor
PTG00973,Ani Saptono,J%Da1LsIWf,+62 (037) 804-9876,Admin
PTG00974,Ajimat Suartini,$8ugZ0gIeN,+62 (61) 353-4255,Kasir
PTG00975,Kiandra Irawan,(n36)EDnUE,+62 (688) 084-8207,Kasir
PTG00976,Jarwi Hidayanto,Ad#6OvGgI+,(0674) 695 8819,Petugas Loket
PTG00977,"Surya Siregar, S.Sos",L97y9WUw(D,+62 (0905) 366 7832,Kasir
PTG00978,Dadap Hutagalung,w1NWDWtT&2,+62 (066) 480-2362,Admin
PTG00979,Dt. Taswir Lazuardi,n3XqwQEq)5,(0341) 591-0660,Petugas Loket
PTG00980,dr. Slamet Najmudin,96LtabBw$W,+62 (61) 350 6210,Petugas Loket
PTG00981,T. Anggabaya Hutagalung,7aHerTsX^1,0836816821,Kasir
PTG00982,Azalea Handayani,$y782GbWw@,(007) 024 7485,Admin
PTG00983,"Ikin Oktaviani, M.TI.",05+R8Q+t3_,+62-014-938-4754,Supervisor
PTG00984,Maras Hutasoit,BWLMNYz0(8,+62-0755-504-5838,Admin
PTG00985,Karen Firgantoro,oX%1X_Y^!7,+62-331-569-6401,Admin
PTG00986,Bakda Saragih,cCt0!vt0x&,+62 (0266) 331 6140,Admin
PTG00987,R.M. Dadap Jailani,!ck9MP$i1Z,+62-05-673-5263,Petugas Loket
PTG00988,Rahayu Uwais,@7(a#ZnxjF,(002) 492-3577,Petugas Loket
PTG00989,Irma Hutapea,F_4+eSbXnd,+62 (878) 989 1683,Admin
PTG00990,Jati Kurniawan,7^(1CBEcI4,+62 (090) 669 5450,Supervisor
PTG00991,Tgk. Jaswadi Ardianto,ak4AtMGd$(,+62-0181-720-3579,Petugas Loket
PTG00992,Kani Anggraini,Ub0uA9)c%s,+62 (016) 434 2411,Admin
PTG00993,Nabila Simanjuntak,86_4NZer%^,(003) 895 1592,Supervisor
PTG00994,Estiawan Anggraini,&OJC5Ech8k,+62 (013) 713-4631,Kasir
PTG00995,"Ir. Adinata Mandasari, M.Pd",R)cB0UTp4@,+62 (0733) 435-9736,Kasir
PTG00996,"Drs. Jati Firmansyah, S.IP",_nEQboNy$6,+62 (018) 596 8974,Admin
PTG00997,"Ajiman Safitri, S.I.Kom",9aEANUkR#+,+62 (41) 611-9540,Admin
PTG00998,"H. Najam Usada, S.Sos",s#PRg7Hu&Q,+62 (82) 233 1256,Petugas Loket
PTG00999,Najwa Mandala,nQ^0WJcww7,(0323) 573-7421,Supervisor
PTG01000,"Umar Saragih, S.E.I",#V9IFf%e9!,+62-95-587-7993,Admin
