ID_Transaksi,ID_Petugas,Nama_Pembeli,Tgl_Transaksi,Metode_Transaksi
TRX0008059,PTG08170,Johan Adriansyah,2025-07-27,Transfer
TRX0008060,PTG06991,"Hamima Laksita, S.E.I",2025-05-13,Kartu Debit
TRX0008061,PTG00809,"Dr. Jinawi Ramadan, S.I.Kom",2025-09-29,Kartu Debit
TRX0008062,PTG02977,Luis Hasanah,2025-08-15,Kartu Debit
TRX0008063,PTG00173,Salwa Prakasa,2025-06-11,Kartu Debit
TRX0008064,PTG03954,Drs. Anastasia Widiastuti,2025-04-16,Transfer
TRX0008065,PTG03074,Cici Laksmiwati,2025-05-01,Tunai
TRX0008066,PTG06161,"H. Bakianto Pradana, S.Sos",2024-12-24,Kartu Debit
TRX0008067,PTG05854,Umi Simanjuntak,2025-01-08,Tunai
TRX0008068,PTG07340,Prabawa Napitupulu,2025-08-19,Transfer
TRX0008069,PTG08418,"R.M. Akarsana Wahyuni, S.H.",2025-02-12,Kartu Debit
TRX0008070,PTG05656,drg. Yani Iswahyudi,2025-07-15,QRIS
TRX0008071,PTG09177,Lintang Namaga,2025-01-02,Tunai
TRX0008072,PTG03361,Opan Nasyidah,2025-09-09,QRIS
TRX0008073,PTG04907,Drs. Bala Hutasoit,2024-12-18,Kartu Debit
TRX0008074,PTG06611,Jaya Dabukke,2025-08-09,QRIS
TRX0008075,PTG02418,"KH. Drajat Palastri, M.Kom.",2024-10-29,Transfer
TRX0008076,PTG08514,"Bella Dabukke, S.IP",2024-12-09,Kartu Debit
TRX0008077,PTG05601,"Drs. Galih Firmansyah, M.M.",2025-06-03,Transfer
TRX0008078,PTG04058,Anita Kuswandari,2025-02-06,Kartu Debit
TRX0008079,PTG09195,Ulva Pradana,2025-04-06,Kartu Debit
TRX0008080,PTG01010,"Ir. Arsipatra Melani, S.Sos",2025-02-01,Tunai
TRX0008081,PTG00769,Ir. Kacung Puspasari,2025-02-18,Transfer
TRX0008082,PTG05562,Juli Anggriawan,2025-07-21,Kartu Debit
TRX0008083,PTG09724,Okta Suartini,2025-10-15,Transfer
TRX0008084,PTG09637,"R. Unjani Suwarno, S.Pd",2025-09-08,Kartu Debit
TRX0008085,PTG06940,Cut Citra Nainggolan,2025-06-06,Kartu Debit
TRX0008086,PTG01464,Ganep Yulianti,2025-06-17,QRIS
TRX0008087,PTG07108,"R.M. Balamantri Sirait, M.Ak",2025-04-13,Kartu Debit
TRX0008088,PTG03221,Titi Rahimah,2024-10-25,Transfer
TRX0008089,PTG07647,Rahmi Lestari,2024-11-10,Kartu Debit
TRX0008090,PTG05524,Cut Chelsea Hastuti,2025-03-03,QRIS
TRX0008091,PTG00267,Baktiadi Pudjiastuti,2024-10-30,QRIS
TRX0008092,PTG06041,Ir. Rama Susanti,2025-05-11,QRIS
TRX0008093,PTG00655,"Purwadi Usada, M.Kom.",2025-01-05,Transfer
TRX0008094,PTG04292,Mahesa Riyanti,2025-03-03,QRIS
TRX0008095,PTG00047,Fathonah Simanjuntak,2025-02-26,Transfer
TRX0008096,PTG06489,"KH. Edi Mahendra, M.Pd",2025-04-06,Transfer
TRX0008097,PTG09072,H. Ian Hassanah,2025-04-27,QRIS
TRX0008098,PTG05301,Maida Sudiati,2025-08-04,QRIS
TRX0008099,PTG05092,"Cut Ami Mahendra, S.Pd",2025-08-13,QRIS
TRX0008100,PTG07907,"Victoria Puspita, S.Pd",2025-01-11,Transfer
TRX0008101,PTG08709,Lala Namaga,2025-07-06,Kartu Debit
TRX0008102,PTG00105,Asmianto Novitasari,2025-01-29,Transfer
TRX0008103,PTG06614,R.A. Silvia Habibi,2024-11-17,Tunai
TRX0008104,PTG02344,drg. Atmaja Safitri,2025-08-16,Tunai
TRX0008105,PTG01644,Vanya Dongoran,2025-07-24,QRIS
TRX0008106,PTG09178,Puput Uyainah,2025-03-19,QRIS
TRX0008107,PTG03586,Galiono Mustofa,2025-05-22,Transfer
TRX0008108,PTG09864,Cahya Yuliarti,2025-10-02,Transfer
TRX0008109,PTG09732,Zalindra Prasetyo,2025-04-13,QRIS
TRX0008110,PTG07180,Daru Hidayanto,2025-01-17,Kartu Debit
TRX0008111,PTG05682,"Ajeng Putra, M.Kom.",2025-06-20,Tunai
TRX0008112,PTG09837,"Dr. Fitriani Saptono, S.Sos",2025-04-08,QRIS
TRX0008113,PTG02146,Elma Hidayat,2024-12-24,QRIS
TRX0008114,PTG06448,"T. Tedi Iswahyudi, M.TI.",2025-09-21,Transfer
TRX0008115,PTG00986,Silvia Sihotang,2025-01-08,Tunai
TRX0008116,PTG00809,"Jessica Astuti, M.M.",2025-10-18,Tunai
TRX0008117,PTG00603,"Garang Wasita, S.E.",2025-09-10,Transfer
TRX0008118,PTG08961,"Ir. Kasusra Kusmawati, S.E.",2025-05-27,Tunai
TRX0008119,PTG00416,"Ade Hassanah, M.TI.",2025-08-08,Kartu Debit
TRX0008120,PTG04471,"drg. Dipa Narpati, S.Psi",2025-09-03,Tunai
TRX0008121,PTG02849,Raditya Manullang,2025-01-06,Kartu Debit
TRX0008122,PTG00786,"Tgk. Karen Mustofa, M.M.",2025-09-23,Tunai
TRX0008123,PTG01467,Cinta Simanjuntak,2025-05-24,Tunai
TRX0008124,PTG03661,"Silvia Usamah, S.Pt",2025-05-22,Tunai
TRX0008125,PTG02274,Halima Zulkarnain,2024-11-18,Tunai
TRX0008126,PTG07311,Paulin Hutagalung,2025-03-24,Transfer
TRX0008127,PTG09738,Gina Astuti,2025-01-28,QRIS
TRX0008128,PTG04609,Sutan Hasta Hutagalung,2025-06-22,Kartu Debit
TRX0008129,PTG04176,"Tgk. Mulya Rahimah, M.M.",2025-07-04,Kartu Debit
TRX0008130,PTG02646,Siska Dongoran,2024-12-06,Transfer
TRX0008131,PTG06647,"Dr. Edward Pradipta, S.E.I",2025-03-01,Kartu Debit
TRX0008132,PTG04662,Betania Palastri,2024-11-12,Tunai
TRX0008133,PTG08166,Yuni Melani,2025-05-16,Kartu Debit
TRX0008134,PTG03972,Gilda Sinaga,2024-11-03,Kartu Debit
TRX0008135,PTG03654,Tgk. Teguh Maryadi,2025-08-09,Tunai
TRX0008136,PTG08369,Galih Nasyiah,2025-07-28,Kartu Debit
TRX0008137,PTG03728,"Raina Andriani, S.Ked",2025-06-06,QRIS
TRX0008138,PTG05492,KH. Anom Saragih,2025-09-27,QRIS
TRX0008139,PTG05148,Himawan Kurniawan,2025-07-17,QRIS
TRX0008140,PTG07726,"R. Prakosa Pertiwi, S.Sos",2025-05-14,Tunai
TRX0008141,PTG06815,Vera Gunawan,2025-09-26,Tunai
TRX0008142,PTG08098,Sutan Harja Mansur,2025-07-09,Tunai
TRX0008143,PTG05999,Zaenab Mahendra,2025-07-07,QRIS
TRX0008144,PTG00076,"KH. Danuja Widodo, S.I.Kom",2025-04-13,Kartu Debit
TRX0008145,PTG01847,Ida Andriani,2025-06-07,Transfer
TRX0008146,PTG09691,Elvina Nasyidah,2025-09-21,Kartu Debit
TRX0008147,PTG09283,"Sutan Karta Prabowo, S.Ked",2025-02-01,Tunai
TRX0008148,PTG01792,Unjani Susanti,2025-04-12,Tunai
TRX0008149,PTG08041,"Karsa Puspita, M.Ak",2025-06-27,Kartu Debit
TRX0008150,PTG02355,"Drs. Gamanto Fujiati, S.E.",2025-08-22,Tunai
TRX0008151,PTG05497,"Zizi Zulkarnain, S.I.Kom",2025-01-01,Kartu Debit
TRX0008152,PTG03823,Gilda Oktaviani,2025-07-03,Tunai
TRX0008153,PTG04524,Nabila Lazuardi,2025-06-14,QRIS
TRX0008154,PTG00662,Cager Sihombing,2025-04-09,Transfer
TRX0008155,PTG04073,drg. Gada Ramadan,2025-06-26,Tunai
TRX0008156,PTG06071,Oni Napitupulu,2024-12-27,Transfer
TRX0008157,PTG03454,"T. Jaeman Mandasari, S.Psi",2025-07-28,QRIS
TRX0008158,PTG02774,T. Erik Maheswara,2025-03-29,QRIS
TRX0008159,PTG03221,Samiah Adriansyah,2025-05-20,Transfer
TRX0008160,PTG02425,Diah Laksmiwati,2025-06-12,Tunai
TRX0008161,PTG09078,Nova Sitorus,2025-07-14,Tunai
TRX0008162,PTG03035,"Rina Maryati, S.Farm",2025-05-30,Kartu Debit
TRX0008163,PTG05111,R. Tami Hutagalung,2024-12-01,Transfer
TRX0008164,PTG09737,"Raditya Yolanda, M.Kom.",2025-07-22,Tunai
TRX0008165,PTG09842,Dt. Okto Rajata,2025-07-25,Tunai
TRX0008166,PTG00114,"R.M. Mumpuni Salahudin, S.Sos",2025-08-11,Tunai
TRX0008167,PTG01523,Farhunnisa Hastuti,2025-05-24,Transfer
TRX0008168,PTG08398,Titin Firgantoro,2024-11-08,QRIS
TRX0008169,PTG00887,Natalia Kurniawan,2024-11-15,Tunai
TRX0008170,PTG08120,Lasmono Thamrin,2025-05-02,Transfer
TRX0008171,PTG03644,drg. Zelaya Hastuti,2025-04-10,QRIS
TRX0008172,PTG04268,"Jessica Pratiwi, S.IP",2025-07-14,Kartu Debit
TRX0008173,PTG08171,Empluk Sihombing,2025-08-21,Kartu Debit
TRX0008174,PTG09407,"Hj. Rahmi Nugroho, S.Pt",2025-08-17,QRIS
TRX0008175,PTG02684,Bahuraksa Namaga,2025-09-14,Kartu Debit
TRX0008176,PTG09008,Ilyas Sitorus,2025-05-08,Tunai
TRX0008177,PTG08717,"Dr. Daliman Mahendra, M.M.",2025-03-26,Transfer
TRX0008178,PTG06612,"Ir. Dodo Suryatmi, S.I.Kom",2025-08-31,Tunai
TRX0008179,PTG05205,Hendri Nurdiyanti,2024-12-14,QRIS
TRX0008180,PTG02489,"Hj. Ciaobella Pradipta, M.Ak",2025-06-17,Transfer
TRX0008181,PTG08892,Aditya Sitompul,2025-09-25,Transfer
TRX0008182,PTG09541,T. Taufan Haryanti,2025-01-27,Tunai
TRX0008183,PTG09695,Lukita Permadi,2025-10-14,Kartu Debit
TRX0008184,PTG09972,Vanya Mardhiyah,2025-04-21,Tunai
TRX0008185,PTG04585,Hj. Vanesa Nuraini,2025-09-25,Tunai
TRX0008186,PTG09762,Mahesa Nasyidah,2025-03-12,Tunai
TRX0008187,PTG07926,"Kambali Megantara, M.M.",2025-04-29,Tunai
TRX0008188,PTG00284,"Sutan Argono Widodo, M.M.",2025-08-27,Tunai
TRX0008189,PTG06132,"Yuliana Firmansyah, S.E.",2025-05-11,Tunai
TRX0008190,PTG09413,Lalita Uyainah,2025-01-14,Kartu Debit
TRX0008191,PTG07337,Daliman Mayasari,2024-12-12,Tunai
TRX0008192,PTG07381,Cayadi Santoso,2025-04-18,QRIS
TRX0008193,PTG04442,"Puti Gawati Hasanah, S.Ked",2025-07-03,Transfer
TRX0008194,PTG04251,Tina Adriansyah,2025-02-19,Kartu Debit
TRX0008195,PTG08305,Puspa Prasetya,2025-04-19,Transfer
TRX0008196,PTG01417,Dasa Budiman,2024-12-19,Kartu Debit
TRX0008197,PTG03543,Laras Habibi,2025-04-18,Tunai
TRX0008198,PTG04648,"Drs. Michelle Pranowo, S.I.Kom",2025-10-07,QRIS
TRX0008199,PTG05997,Betania Farida,2025-09-14,Tunai
TRX0008200,PTG05785,H. Karsa Tamba,2025-03-01,Kartu Debit
TRX0008201,PTG05079,Purwadi Wahyuni,2025-02-10,Transfer
TRX0008202,PTG00269,Ira Jailani,2025-08-09,Transfer
TRX0008203,PTG04584,Among Kuswoyo,2025-10-09,QRIS
TRX0008204,PTG06907,Yance Usada,2025-02-18,QRIS
TRX0008205,PTG02531,Elisa Winarno,2025-08-02,QRIS
TRX0008206,PTG09514,Nalar Mustofa,2025-04-09,QRIS
TRX0008207,PTG02363,Daniswara Permata,2025-02-07,QRIS
TRX0008208,PTG02710,Drs. Zulaikha Sinaga,2025-03-27,Transfer
TRX0008209,PTG04690,Mutia Budiyanto,2025-01-08,Transfer
TRX0008210,PTG00849,"Zulaikha Susanti, S.T.",2025-08-23,Tunai
TRX0008211,PTG04746,"T. Emin Wijayanti, S.Ked",2025-07-29,Transfer
TRX0008212,PTG05701,Patricia Purwanti,2025-07-18,QRIS
TRX0008213,PTG03817,Ivan Wacana,2025-10-16,Transfer
TRX0008214,PTG09827,R. Puput Wasita,2025-03-29,Tunai
TRX0008215,PTG03075,Galuh Yuliarti,2024-11-10,Kartu Debit
TRX0008216,PTG09089,Praba Rahayu,2025-09-11,Tunai
TRX0008217,PTG07859,Luluh Kurniawan,2024-11-19,Kartu Debit
TRX0008218,PTG02207,Tantri Usamah,2024-11-22,Transfer
TRX0008219,PTG04511,"Warji Uyainah, M.Ak",2025-01-25,QRIS
TRX0008220,PTG01791,Yuliana Kuswandari,2025-10-04,QRIS
TRX0008221,PTG06535,Estiono Rajasa,2025-01-31,Transfer
TRX0008222,PTG03083,Citra Wibowo,2025-09-30,Transfer
TRX0008223,PTG07603,Mila Suartini,2025-07-31,QRIS
TRX0008224,PTG05256,Kenari Laksita,2024-12-12,Transfer
TRX0008225,PTG00412,Nasrullah Permata,2025-02-17,QRIS
TRX0008226,PTG00136,Cut Dina Budiyanto,2025-07-05,Kartu Debit
TRX0008227,PTG09638,"Cut Patricia Manullang, S.Pd",2024-12-27,Kartu Debit
TRX0008228,PTG06134,Betania Tamba,2024-12-10,QRIS
TRX0008229,PTG02466,R. Baktiadi Palastri,2025-08-23,QRIS
TRX0008230,PTG08001,Lanjar Wahyudin,2025-08-02,Transfer
TRX0008231,PTG04468,Purwadi Utama,2025-07-11,Transfer
TRX0008232,PTG06090,"KH. Bagas Damanik, M.Kom.",2025-06-16,Kartu Debit
TRX0008233,PTG06843,"Lanang Palastri, S.Gz",2025-03-09,QRIS
TRX0008234,PTG00321,Balijan Sihombing,2025-10-13,Tunai
TRX0008235,PTG06468,Putri Haryanti,2025-06-23,Kartu Debit
TRX0008236,PTG04199,drg. Daryani Sihombing,2025-08-25,Kartu Debit
TRX0008237,PTG00405,Gaduh Saputra,2025-07-02,Tunai
TRX0008238,PTG06700,Wage Irawan,2025-06-18,QRIS
TRX0008239,PTG04521,Gilda Siregar,2024-11-13,Transfer
TRX0008240,PTG03845,Nyoman Megantara,2025-05-25,Kartu Debit
TRX0008241,PTG00159,Cawuk Andriani,2025-05-01,Tunai
TRX0008242,PTG04763,Fitriani Maryati,2025-04-29,Tunai
TRX0008243,PTG05534,Tomi Mandala,2025-08-17,QRIS
TRX0008244,PTG01080,Anggabaya Pradipta,2025-07-04,Tunai
TRX0008245,PTG05700,dr. Tirta Hakim,2025-05-27,Tunai
TRX0008246,PTG07225,Ghaliyati Utama,2025-08-18,Kartu Debit
TRX0008247,PTG05384,Ella Suwarno,2025-06-30,Kartu Debit
TRX0008248,PTG08440,Hardi Uyainah,2025-10-10,Kartu Debit
TRX0008249,PTG01361,Uda Aryani,2025-04-15,Transfer
TRX0008250,PTG03893,Karimah Wasita,2024-12-07,QRIS
TRX0008251,PTG08201,Putri Tarihoran,2025-03-15,Kartu Debit
TRX0008252,PTG06205,R. Kardi Halim,2025-04-30,Kartu Debit
TRX0008253,PTG02607,"Ir. Kunthara Prasetyo, S.T.",2025-10-14,Kartu Debit
TRX0008254,PTG00820,"dr. Carla Sitompul, M.Farm",2025-01-25,Tunai
TRX0008255,PTG01375,Ega Lailasari,2025-05-21,Kartu Debit
TRX0008256,PTG03940,Restu Pangestu,2025-04-22,Transfer
TRX0008257,PTG03824,Cut Maya Putra,2025-03-24,Kartu Debit
TRX0008258,PTG02598,Dinda Wasita,2025-02-18,QRIS
TRX0008259,PTG03087,"Tami Andriani, S.E.",2025-08-02,Kartu Debit
TRX0008260,PTG08592,Capa Hartati,2024-11-16,Kartu Debit
TRX0008261,PTG03482,Kariman Rahmawati,2025-04-14,Tunai
TRX0008262,PTG07411,Karna Fujiati,2025-09-06,Tunai
TRX0008263,PTG01966,Karen Pangestu,2025-04-16,Transfer
TRX0008264,PTG02032,"Wardi Hassanah, M.Kom.",2025-06-04,Kartu Debit
TRX0008265,PTG09132,Tantri Suryatmi,2025-09-29,Kartu Debit
TRX0008266,PTG08638,Tantri Narpati,2025-07-08,Tunai
TRX0008267,PTG04014,Titi Sitompul,2024-12-17,Transfer
TRX0008268,PTG02197,Mila Wibisono,2025-03-27,Transfer
TRX0008269,PTG01617,Hamima Prabowo,2024-11-08,Kartu Debit
TRX0008270,PTG05011,Ika Nababan,2025-05-26,QRIS
TRX0008271,PTG08750,Vanesa Kurniawan,2025-09-01,Kartu Debit
TRX0008272,PTG04184,Paramita Suwarno,2025-09-27,Tunai
TRX0008273,PTG08087,Endah Suryono,2025-08-19,Tunai
TRX0008274,PTG05274,"Tirtayasa Thamrin, S.Pt",2025-10-04,Tunai
TRX0008275,PTG03525,Cut Winda Wacana,2025-02-28,Tunai
TRX0008276,PTG07913,Ani Firmansyah,2025-02-13,Tunai
TRX0008277,PTG04765,"Carla Pangestu, S.Sos",2024-12-03,Kartu Debit
TRX0008278,PTG00672,Tgk. Panca Lazuardi,2025-07-28,Tunai
TRX0008279,PTG00596,Ghaliyati Lestari,2025-03-13,QRIS
TRX0008280,PTG08423,Ihsan Prasetyo,2025-05-02,Kartu Debit
TRX0008281,PTG02751,Asmuni Pudjiastuti,2024-12-27,QRIS
TRX0008282,PTG04862,Kiandra Nasyidah,2025-08-26,Tunai
TRX0008283,PTG01437,dr. Azalea Nainggolan,2025-07-04,Tunai
TRX0008284,PTG03971,Olga Hutasoit,2025-09-02,Kartu Debit
TRX0008285,PTG03808,Icha Zulaika,2025-08-03,Tunai
TRX0008286,PTG03470,Uli Permata,2025-10-06,Tunai
TRX0008287,PTG01022,"Saka Salahudin, S.Gz",2024-10-25,QRIS
TRX0008288,PTG01591,R.A. Juli Najmudin,2024-11-16,Kartu Debit
TRX0008289,PTG08752,Ir. Wage Pradana,2025-04-10,Tunai
TRX0008290,PTG05092,"Vanesa Wastuti, M.M.",2024-11-21,Kartu Debit
TRX0008291,PTG09566,"Candrakanta Samosir, S.T.",2024-12-21,Tunai
TRX0008292,PTG00155,Gawati Purnawati,2025-05-03,Kartu Debit
TRX0008293,PTG06279,Ibun Hutasoit,2025-06-18,QRIS
TRX0008294,PTG03885,Paiman Kurniawan,2025-07-10,Transfer
TRX0008295,PTG06585,Hj. Puti Manullang,2025-03-18,Transfer
TRX0008296,PTG01726,Wisnu Agustina,2024-10-24,QRIS
TRX0008297,PTG03044,"Xanana Nasyidah, S.H.",2025-01-16,QRIS
TRX0008298,PTG03603,Uli Zulaika,2024-12-24,Transfer
TRX0008299,PTG02435,dr. Eka Tampubolon,2025-03-18,QRIS
TRX0008300,PTG04527,Danuja Novitasari,2025-05-08,Transfer
TRX0008301,PTG09405,Martana Pratiwi,2024-11-24,QRIS
TRX0008302,PTG01724,Nasrullah Purwanti,2025-04-07,QRIS
TRX0008303,PTG03938,R. Laksana Wibowo,2025-04-30,QRIS
TRX0008304,PTG01565,"Tgk. Cahyono Kusmawati, S.IP",2025-05-27,Tunai
TRX0008305,PTG02893,Elvin Rahimah,2025-06-03,QRIS
TRX0008306,PTG00492,Jelita Samosir,2025-07-02,Kartu Debit
TRX0008307,PTG05133,Ir. Fitriani Usamah,2025-02-27,Transfer
TRX0008308,PTG06472,Puti Dewi Mahendra,2025-06-27,Tunai
TRX0008309,PTG06505,"Jaswadi Hartati, M.Farm",2025-08-28,Kartu Debit
TRX0008310,PTG06043,"Drs. Warji Mahendra, M.Kom.",2025-02-26,QRIS
TRX0008311,PTG03538,Nadia Wijayanti,2025-08-16,Tunai
TRX0008312,PTG01629,R.M. Kenari Sinaga,2025-03-02,Transfer
TRX0008313,PTG00034,"Raisa Prastuti, S.Farm",2025-03-18,Kartu Debit
TRX0008314,PTG03915,Darijan Wulandari,2025-01-21,Kartu Debit
TRX0008315,PTG07858,Wawan Wibowo,2024-12-05,QRIS
TRX0008316,PTG01024,Banara Pertiwi,2024-11-19,Tunai
TRX0008317,PTG09959,Nasim Maulana,2024-12-03,QRIS
TRX0008318,PTG02827,"Drs. Vivi Prasetya, M.M.",2025-02-14,Transfer
TRX0008319,PTG08323,Nilam Yolanda,2024-12-01,QRIS
TRX0008320,PTG02142,"dr. Kamaria Nababan, M.Kom.",2025-09-09,Transfer
TRX0008321,PTG00608,Agus Yuniar,2025-02-04,QRIS
TRX0008322,PTG03289,Dr. Almira Sihombing,2025-05-15,Transfer
TRX0008323,PTG00137,"Lembah Hutapea, M.Kom.",2025-07-25,Tunai
TRX0008324,PTG06357,Cici Kurniawan,2024-11-18,Transfer
TRX0008325,PTG03798,"Olga Nababan, M.Kom.",2025-07-15,Tunai
TRX0008326,PTG05209,Jasmin Nashiruddin,2025-04-26,Tunai
TRX0008327,PTG04415,"R.M. Tugiman Aryani, S.Pd",2025-09-07,Kartu Debit
TRX0008328,PTG08888,"Sidiq Simanjuntak, S.IP",2024-12-27,Transfer
TRX0008329,PTG07695,Nugraha Usada,2025-08-24,Kartu Debit
TRX0008330,PTG03213,"R.M. Candra Waluyo, S.E.I",2025-09-11,QRIS
TRX0008331,PTG05660,"Ir. Vera Lailasari, S.IP",2025-04-03,Kartu Debit
TRX0008332,PTG03290,"Dt. Kasim Sudiati, M.Pd",2025-04-30,QRIS
TRX0008333,PTG06945,Jamil Hidayat,2025-01-12,QRIS
TRX0008334,PTG02394,Arta Oktaviani,2025-01-01,Kartu Debit
TRX0008335,PTG07878,Wardi Haryanto,2024-11-28,QRIS
TRX0008336,PTG09808,Warsita Yulianti,2024-10-31,Transfer
TRX0008337,PTG05544,Ciaobella Kusumo,2025-09-06,Tunai
TRX0008338,PTG09842,Cut Cinta Megantara,2025-08-25,Tunai
TRX0008339,PTG07373,Zulaikha Winarsih,2024-11-07,Kartu Debit
TRX0008340,PTG04046,"Harsanto Santoso, M.Ak",2025-05-28,Kartu Debit
TRX0008341,PTG07061,R. Patricia Rajata,2025-07-02,Kartu Debit
TRX0008342,PTG00229,T. Daniswara Laksmiwati,2025-04-19,Kartu Debit
TRX0008343,PTG02716,dr. Raisa Utama,2025-09-05,QRIS
TRX0008344,PTG09777,Laras Napitupulu,2025-07-22,Transfer
TRX0008345,PTG07512,Dipa Yuniar,2025-06-12,Kartu Debit
TRX0008346,PTG02622,Dr. Karen Mansur,2025-06-16,QRIS
TRX0008347,PTG05221,Aswani Jailani,2025-06-16,Kartu Debit
TRX0008348,PTG04612,Prayogo Salahudin,2025-08-04,QRIS
TRX0008349,PTG01923,"Kani Lazuardi, M.Farm",2025-07-07,QRIS
TRX0008350,PTG03442,Tina Siregar,2025-02-07,Kartu Debit
TRX0008351,PTG06489,"Tantri Saragih, S.Psi",2025-08-05,Tunai
TRX0008352,PTG08634,Darmana Situmorang,2025-05-31,Kartu Debit
TRX0008353,PTG00724,"Ir. Maya Najmudin, S.Farm",2025-01-16,QRIS
TRX0008354,PTG08365,Maria Narpati,2025-07-06,QRIS
TRX0008355,PTG00085,Mursita Lazuardi,2025-04-30,Tunai
TRX0008356,PTG09165,Dian Anggriawan,2025-01-17,QRIS
TRX0008357,PTG01442,Intan Zulaika,2025-05-20,QRIS
TRX0008358,PTG09484,Lala Wahyudin,2025-10-04,Kartu Debit
TRX0008359,PTG08950,Tari Hutagalung,2025-05-01,Kartu Debit
TRX0008360,PTG03188,Eluh Kusumo,2025-03-12,Kartu Debit
TRX0008361,PTG08897,"Sutan Gantar Usamah, S.Pt",2025-06-29,QRIS
TRX0008362,PTG05188,"Jamalia Sihombing, M.Kom.",2024-10-26,Kartu Debit
TRX0008363,PTG01424,"T. Nasab Safitri, S.Ked",2025-05-02,Tunai
TRX0008364,PTG03845,Vicky Hardiansyah,2025-04-10,QRIS
TRX0008365,PTG03239,Gambira Sihombing,2025-08-07,Tunai
TRX0008366,PTG06263,Laila Waluyo,2025-06-12,Kartu Debit
TRX0008367,PTG06041,Faizah Andriani,2024-12-22,QRIS
TRX0008368,PTG00497,Prasetya Rajata,2025-08-01,Transfer
TRX0008369,PTG01754,Tgk. Humaira Jailani,2024-12-19,Tunai
TRX0008370,PTG03269,R.A. Gilda Marpaung,2025-01-12,Transfer
TRX0008371,PTG05959,Jamalia Pudjiastuti,2025-05-14,Kartu Debit
TRX0008372,PTG03140,Puti Aisyah Purwanti,2025-02-10,Kartu Debit
TRX0008373,PTG07745,Edison Kuswoyo,2025-07-29,Transfer
TRX0008374,PTG06539,Mujur Lailasari,2025-03-10,Kartu Debit
TRX0008375,PTG08685,Mujur Simbolon,2024-12-14,Tunai
TRX0008376,PTG01583,Gada Napitupulu,2025-09-07,Kartu Debit
TRX0008377,PTG02678,Dasa Rahimah,2025-06-10,Transfer
TRX0008378,PTG03333,Elma Mangunsong,2025-04-25,Tunai
TRX0008379,PTG04317,Daryani Natsir,2025-03-29,Transfer
TRX0008380,PTG01687,"Drs. Adhiarja Waluyo, S.H.",2025-06-05,Tunai
TRX0008381,PTG02910,"Puti Alika Ramadan, S.Pt",2025-07-29,QRIS
TRX0008382,PTG03961,Cakrajiya Wasita,2024-11-25,QRIS
TRX0008383,PTG00170,Abyasa Hardiansyah,2025-03-12,QRIS
TRX0008384,PTG04277,"Vanesa Saptono, S.H.",2024-10-24,QRIS
TRX0008385,PTG04810,"Ilsa Hidayat, S.Gz",2025-09-06,Tunai
TRX0008386,PTG07503,"Gara Iswahyudi, M.TI.",2025-04-11,Transfer
TRX0008387,PTG01455,"Gina Anggraini, S.E.I",2025-05-28,Tunai
TRX0008388,PTG02022,Ami Irawan,2024-11-22,Transfer
TRX0008389,PTG05233,R. Titin Zulaika,2024-12-12,Kartu Debit
TRX0008390,PTG06511,Shakila Wasita,2024-11-26,Kartu Debit
TRX0008391,PTG09405,Novi Puspita,2025-02-06,QRIS
TRX0008392,PTG06731,Uli Sudiati,2025-07-08,Tunai
TRX0008393,PTG02030,Zalindra Kusmawati,2025-04-30,Transfer
TRX0008394,PTG03132,Wawan Maheswara,2024-12-03,QRIS
TRX0008395,PTG03932,Warsita Wijaya,2025-08-18,Tunai
TRX0008396,PTG01155,Zizi Oktaviani,2024-11-19,Transfer
TRX0008397,PTG06593,"Ira Tampubolon, S.Gz",2025-06-14,Transfer
TRX0008398,PTG03509,Sutan Eka Purnawati,2025-05-13,QRIS
TRX0008399,PTG09690,"H. Estiawan Puspasari, M.Farm",2024-11-27,Kartu Debit
TRX0008400,PTG05963,"Elvina Kuswoyo, S.Ked",2025-02-26,Kartu Debit
TRX0008401,PTG07770,Purwanto Winarno,2025-10-07,Kartu Debit
TRX0008402,PTG08075,Faizah Oktaviani,2024-11-10,Kartu Debit
TRX0008403,PTG01668,"Drs. Maimunah Usamah, S.Gz",2025-03-19,Transfer
TRX0008404,PTG07171,Keisha Yolanda,2024-11-13,Kartu Debit
TRX0008405,PTG05904,Ira Firmansyah,2025-01-26,Tunai
TRX0008406,PTG04206,Ir. Jessica Safitri,2025-09-26,Transfer
TRX0008407,PTG05098,"Ir. Tami Pratiwi, S.E.",2024-11-24,Tunai
TRX0008408,PTG00120,Drs. Kartika Firmansyah,2025-10-03,Tunai
TRX0008409,PTG09430,Kania Kurniawan,2025-09-04,Kartu Debit
TRX0008410,PTG09897,Enteng Yuniar,2025-02-04,Tunai
TRX0008411,PTG00320,Lalita Prabowo,2024-12-30,QRIS
TRX0008412,PTG01391,Puspa Putra,2025-09-10,Tunai
TRX0008413,PTG03948,Prayoga Hardiansyah,2025-02-21,Kartu Debit
TRX0008414,PTG06667,"R.A. Hesti Winarno, S.Sos",2025-10-10,Transfer
TRX0008415,PTG00577,"Nilam Firmansyah, M.Pd",2025-05-21,Kartu Debit
TRX0008416,PTG06321,"Patricia Melani, M.Farm",2025-05-27,Kartu Debit
TRX0008417,PTG01428,Janet Siregar,2025-10-15,Tunai
TRX0008418,PTG02772,R. Kasim Yulianti,2025-04-27,Tunai
