ID_Petugas,Nama_Petugas,Password,Nomor_Telp,Jabatan
PTG09195,Sabri Hidayat,*4)TDtndk7,081 150 3217,Supervisor
PTG09196,Cengkal Handayani,M@9+HxJjt7,(0729) 722 9655,Admin
PTG09197,Qori Prayoga,)5xKLcrs!F,+62-0970-591-7777,Petugas Loket
PTG09198,Cakrawangsa Ardianto,yVm!0Xbout,+62 (0418) 162-1302,Petugas Loket
PTG09199,Makuta Pratiwi,&^Wg*iMWr3,0841432730,Admin
PTG09200,Mahesa Pradana,@!2uE_9xtR,+62 (66) 732-8175,Petugas Loket
PTG09201,Pangestu Handayani,)_7aZwNk%!,+62-47-798-2374,Kasir
PTG09202,"Puput Widodo, S.Gz",V8$Bt^Cz$F,+62 (654) 940-8144,Kasir
PTG09203,Edison Namaga,_52lL7tYL9,+62 (0270) 882-6457,Petugas Loket
PTG09204,"drg. Mujur Wasita, M.TI.",m^M0nP+omt,+62-71-908-7595,Kasir
PTG09205,Cecep Hariyah,*&zEVKIs4U,+62 (072) 694 8173,Admin
PTG09206,Carub Habibi,j1vtLTdu!0,+62 (0672) 063-2775,Kasir
PTG09207,"Humaira Napitupulu, M.M.",O8*2LSiN^T,(083) 942-9523,Petugas Loket
PTG09208,Aurora Marbun,m@2253Un&$,+62-019-310-1166,Petugas Loket
PTG09209,Tantri Firmansyah,9lKLLBys&b,+62-055-326-4326,Petugas Loket
PTG09210,"Kemal Farida, S.I.Kom",)t0DZ*bx1l,+62-039-572-4089,Petugas Loket
PTG09211,Laras Simbolon,0Q4OYsSLw),084 354 4362,Supervisor
PTG09212,Nilam Pangestu,L$59&Npgr2,+62 (255) 658-0538,Kasir
PTG09213,Laras Saptono,&GB*pSrk3r,+62-0496-495-1673,Kasir
PTG09214,Hj. Sarah Hakim,!Z$6ZU9c^M,088 464 3239,Supervisor
PTG09215,Tgk. Galiono Halimah,^qK0xC%iSv,+62 (940) 182-6239,Petugas Loket
PTG09216,"Olivia Wijayanti, S.IP",DjH0iP#rY^,(0876) 276 8089,Kasir
PTG09217,Halima Rahayu,*Cnn5cch90,0839549598,Supervisor
PTG09218,Dr. Kanda Winarno,7j1S6&f8)$,+62 (923) 567-2491,Admin
PTG09219,Eja Tampubolon,&PAflh&U3U,(0048) 461-2071,Petugas Loket
PTG09220,Tgk. Ghani Uyainah,%qJu#2TnD_,+62 (076) 157-7319,Petugas Loket
PTG09221,Intan Pertiwi,xKOWwb64@2,(049) 106 3438,Admin
PTG09222,"Dalima Haryanto, M.TI.",8MKwkDdQ*9,+62 (074) 907 9688,Kasir
PTG09223,Ika Hasanah,mBmHtenz#7,+62-80-494-9663,Supervisor
PTG09224,Gawati Wasita,YmJ#6FonEu,+62-0157-181-3243,Kasir
PTG09225,"Adika Ardianto, S.Pt",M)9IEuFWEg,(046) 790-1385,Petugas Loket
PTG09226,Darmanto Mangunsong,U3+T*gng@1,+62-889-402-8559,Admin
PTG09227,Cinthia Haryanti,^448W_b)&$,+62-833-408-0539,Petugas Loket
PTG09228,Novi Yuniar,ON&M2TBmc!,+62 (892) 663-2578,Kasir
PTG09229,Rahman Irawan,#rdxG!ZyT3,(029) 439 1479,Petugas Loket
PTG09230,"Ika Irawan, S.Gz",@(71WV^_5m,+62 (595) 178 9338,Kasir
PTG09231,Chandra Natsir,**sIY*Ey0s,(082) 898-6079,Petugas Loket
PTG09232,Wani Latupono,%F0Jf@Jrr^,+62-77-279-1378,Petugas Loket
PTG09233,Dr. Devi Pradana,5qh40gDl$),(0996) 969-0132,Supervisor
PTG09234,"Karsa Tamba, M.Farm",(_6UcOfrWW,+62 (029) 526 9110,Admin
PTG09235,Damu Samosir,^a8Ms9by4a,0882853491,Supervisor
PTG09236,"Gilang Permadi, S.Gz",F+a11jAtUp,084 475 9559,Kasir
PTG09237,Cici Sudiati,J8+ChEom$1,(093) 364-5896,Admin
PTG09238,Septi Pudjiastuti,)ro54ZmhGx,(0237) 769-8278,Supervisor
PTG09239,Unjani Habibi,1cdJzbZE(B,+62 (044) 602-6489,Admin
PTG09240,Kiandra Adriansyah,yv33n3F+$3,+62-099-207-0772,Kasir
PTG09241,Virman Laksita,H77&Vpa&#y,(0304) 494-9163,Supervisor
PTG09242,R. Tania Hardiansyah,w(DFljfj@1,+62 (0421) 095 5157,Supervisor
PTG09243,Dr. Mala Maheswara,@9TiNlO$1c,(0436) 662-7467,Kasir
PTG09244,"Puti Elisa Purnawati, S.Pd",&6$*H_k0Qd,+62-0403-107-4792,Supervisor
PTG09245,Cemani Hassanah,%T4ORwf1Cp,+62-0520-790-4691,Kasir
PTG09246,"Sarah Namaga, M.TI.",APPp71eRa(,+62 (92) 848-6615,Supervisor
PTG09247,Ifa Prastuti,$7oTdoiRQ0,+62-89-764-2531,Kasir
PTG09248,"Cici Wastuti, S.Farm",7*X41GfC&i,+62 (459) 826 3072,Admin
PTG09249,"dr. Ida Farida, M.Farm",65DzH2w8)W,(0866) 463-6370,Admin
PTG09250,Eman Yuniar,#x1hY4hC_Z,+62 (036) 962 9700,Petugas Loket
PTG09251,Cinthia Firgantoro,_B)i%Hdz#8,+62 (39) 453 0901,Kasir
PTG09252,Melinda Budiman,6v7MIlPs%%,+62 (610) 256-3481,Supervisor
PTG09253,Sabar Sihombing,^5(WIWQHlv,082 506 8672,Supervisor
PTG09254,Hardi Kurniawan,)9YFjnj2VP,+62-074-505-2336,Kasir
PTG09255,Hj. Lintang Halim,#4+P5ouR8V,0828495324,Supervisor
PTG09256,Mutia Manullang,AcD50QgSz&,+62-0573-323-1468,Petugas Loket
PTG09257,Gandi Wulandari,@T1Q8d2cNQ,+62 (017) 339 7975,Admin
PTG09258,Gawati Nababan,m%mk2fUs+C,087 063 6131,Admin
PTG09259,Najam Hasanah,)xChccNyY0,+62 (0447) 702 4007,Petugas Loket
PTG09260,Asirwanda Lailasari,^R+7LMa%FJ,+62-443-060-2411,Petugas Loket
PTG09261,Ana Nababan,a%!K8El^h#,+62-0698-584-0468,Supervisor
PTG09262,Daryani Purnawati,47SizpfD$w,+62-61-763-9557,Admin
PTG09263,Wakiman Wibowo,Y^3cLWMcw^,(083) 083 6977,Petugas Loket
PTG09264,Dipa Januar,!7W67uM+GH,+62 (83) 127-9851,Kasir
PTG09265,Cakrabirawa Maryadi,%t@@RZ)oc2,+62 (051) 793-9642,Admin
PTG09266,"Drs. Paramita Hasanah, S.Pt",1pobDcAi*4,+62 (051) 375 8654,Petugas Loket
PTG09267,Emil Wibowo,(SljZNtbg0,(0894) 894-4069,Petugas Loket
PTG09268,Carla Saefullah,7F1D9j%#E),(0599) 407 5281,Admin
PTG09269,Tami Yuniar,)Dldkdkn%6,(039) 950 7843,Admin
PTG09270,drg. Kajen Hidayat,(4ptfPU0hT,(0841) 403 0322,Admin
PTG09271,Wani Winarsih,z3tf52Xye_,0895504144,Kasir
PTG09272,"Rini Maheswara, S.Sos",*Qde9Q6h0s,+62 (51) 043-9853,Petugas Loket
PTG09273,Zulaikha Oktaviani,&C41OOpokF,+62-50-801-5284,Petugas Loket
PTG09274,Drs. Yessi Pratiwi,5jAvRA!8^8,+62-039-664-9529,Supervisor
PTG09275,T. Umar Kuswandari,x4ICyZza^3,+62 (00) 642 0210,Kasir
PTG09276,Ami Irawan,^LOm3S6$02,083 250 4698,Petugas Loket
PTG09277,"Simon Mustofa, M.M.",j^2GWpWhd!,(0713) 291-0640,Supervisor
PTG09278,Diah Sitompul,*NROj7Ab!5,+62 (12) 336-7519,Kasir
PTG09279,Leo Yulianti,e7NACe7#@t,082 900 8728,Admin
PTG09280,Prima Mandasari,sPF#2TVwu*,(060) 806 0216,Kasir
PTG09281,"Kairav Firmansyah, S.Kom",#KS8X*Owxo,+62 (0758) 540-7680,Admin
PTG09282,Dartono Utama,BC81FVli3#,(0792) 631-4264,Kasir
PTG09283,Drs. Cemeti Waskita,B+9^TkWlEY,+62 (052) 641-8499,Kasir
PTG09284,Mila Kurniawan,mb8aBUpR_X,+62-933-628-0569,Admin
PTG09285,Dariati Irawan,*6RrK8y+@4,+62 (002) 550 1157,Kasir
PTG09286,Dinda Hidayanto,1bTs6rBp%X,+62 (0506) 446 9273,Supervisor
PTG09287,Drs. Adikara Marbun,m6(L6ElVQ_,+62-85-825-9360,Kasir
PTG09288,Embuh Kuswoyo,)tsFOaEu#2,+62-007-635-4642,Petugas Loket
PTG09289,Asirwanda Yuniar,!5yF1Ule8C,+62-0672-600-4708,Petugas Loket
PTG09290,Pardi Anggriawan,+_R3MeVFF),+62 (54) 256 9615,Admin
PTG09291,"R.A. Patricia Latupono, S.Sos",*1R$FDQitU,+62 (97) 179-9517,Petugas Loket
PTG09292,Pangestu Prakasa,&0YvI8Aj^N,+62-675-972-8143,Kasir
PTG09293,Amelia Nurdiyanti,k$f97FEcVE,+62 (270) 932 3467,Kasir
PTG09294,Daniswara Pratiwi,#U)8AQGe7M,+62 (52) 384 0187,Petugas Loket
PTG09295,Mahesa Susanti,^4zAfDKO)2,+62 (35) 347 3197,Admin
PTG09296,Nilam Laksita,^SbOmeGI1o,+62 (12) 531 4040,Admin
PTG09297,drg. Amelia Yolanda,%JeoDkUH0Y,(087) 656 5674,Supervisor
PTG09298,Raharja Mansur,usp0Mc6r+B,+62-356-773-5616,Petugas Loket
PTG09299,"Bella Napitupulu, S.Gz",VpIHYsCB+3,+62-06-735-3349,Supervisor
PTG09300,Hani Widiastuti,sxV6sExe)_,+62 (600) 018 7807,Petugas Loket
PTG09301,Hj. Tira Nababan,*3L!oKgdKk,+62-007-186-3676,Admin
PTG09302,"Hj. Titin Padmasari, S.Pt",4@011INhxO,(027) 612-7748,Supervisor
PTG09303,"Hamzah Puspasari, S.Pt",1%5N#B+u86,+62-0691-594-9141,Admin
PTG09304,Fitriani Mandasari,_29^0SHw^w,(039) 402 6698,Kasir
PTG09305,"Eli Usada, S.Psi",B@5!B#0nC_,(0664) 056 2325,Kasir
PTG09306,Bakidin Puspasari,_9DecSFyR0,+62 (039) 723-1362,Supervisor
PTG09307,Nrima Tampubolon,J&47k4HvAj,(0090) 696 9531,Admin
PTG09308,"R.M. Cemplunk Melani, M.TI.",q1W#4vg1(o,+62-065-415-7151,Supervisor
PTG09309,Rahmi Susanti,+3JoglU!Z9,+62 (083) 422-1924,Petugas Loket
PTG09310,Tari Riyanti,D$9Qb9y_c0,+62 (708) 530 2336,Petugas Loket
PTG09311,"R.A. Rina Wulandari, S.Pt",$t&Ssk9&G1,+62 (042) 818-1241,Admin
PTG09312,Zamira Waluyo,bFHH5Ju0R),(0032) 246 0472,Admin
PTG09313,Sari Mandala,&uSXV6NFQ3,+62 (529) 299-7969,Kasir
PTG09314,Asmadi Waskita,6KLcj17A_1,+62 (0139) 056-3891,Admin
PTG09315,Alika Saptono,)4XCGXqMHZ,+62 (0320) 425 1670,Petugas Loket
PTG09316,Elvin Napitupulu,QXa0AwCJ!$,+62-079-657-3066,Supervisor
PTG09317,"R. Sakura Anggraini, S.Sos",_03GDwcAiz,+62 (001) 062-4009,Petugas Loket
PTG09318,Ajeng Winarsih,Y!Wh6L!pR),+62 (12) 864 3970,Petugas Loket
PTG09319,Rangga Sitorus,)BdZ%XKxU1,(0377) 959 9403,Admin
PTG09320,Tina Aryani,3IW8ezb(_k,+62 (0757) 056-6142,Kasir
PTG09321,Dewi Nashiruddin,jxSnMs4z&6,+62 (051) 109-1351,Kasir
PTG09322,drg. Calista Kusumo,Fl!1OSym1e,(095) 676 8616,Kasir
PTG09323,Yuni Winarsih,#U1jlFfR3T,(008) 322 8297,Admin
PTG09324,Saka Thamrin,hV4MIrbK^K,(018) 989 6227,Supervisor
PTG09325,"Dr. Bakidin Haryanto, M.Kom.",6ID33zdqP&,081 103 0205,Admin
PTG09326,"Kunthara Latupono, S.Kom",7(7DVfzw^I,+62 (0236) 514 5878,Petugas Loket
PTG09327,"Himawan Yuniar, M.Kom.",54k_5GSe^0,(0771) 217-9648,Kasir
PTG09328,dr. Cakrawala Gunawan,@QHCCsu&%9,+62 (001) 613 7283,Petugas Loket
PTG09329,"Lukita Maryadi, M.Kom.",wu8SjxmV!7,+62-0576-252-0830,Admin
PTG09330,Yessi Suryatmi,^1BLyiBGTE,+62-071-247-8453,Admin
PTG09331,"Dr. Uli Saputra, S.Pt",X%62ZiUk*i,+62 (034) 843 0342,Admin
PTG09332,Edi Wahyuni,@UteFra$B2,+62 (0694) 040-1134,Supervisor
PTG09333,Rosman Palastri,*SeNp_gh51,+62-195-891-8362,Supervisor
PTG09334,Cahyadi Saefullah,*9iOjApK5m,+62 (0776) 413 6023,Supervisor
PTG09335,Kamaria Andriani,b_*5KKzb+A,085 703 4079,Petugas Loket
PTG09336,"Ana Najmudin, M.TI.",Z3HwWQi3*e,+62-700-012-6963,Admin
PTG09337,"Tami Permata, M.Ak",c*3i5BGmw*,+62-043-082-6938,Petugas Loket
PTG09338,Sadina Napitupulu,l^F1%wYv2J,(019) 439 5213,Supervisor
PTG09339,Lega Siregar,0NHJlrR$)w,(0365) 504 6047,Admin
PTG09340,Fitriani Hutagalung,pX&(6Kzht(,+62-26-742-5486,Admin
PTG09341,Drs. Betania Latupono,)$)2OZcwz!,+62 (62) 984 5124,Supervisor
PTG09342,R. Garang Nuraini,B7(NYjyv%l,(048) 740 4267,Kasir
PTG09343,Tgk. Langgeng Simbolon,()NKl9Jl$1,+62 (13) 680 3066,Kasir
PTG09344,"Raina Utama, S.Gz",&n(Z(f)w$2,+62 (683) 127-6827,Petugas Loket
PTG09345,Dt. Artanto Kuswoyo,v@9Sqzn2mF,(0689) 536 7195,Admin
PTG09346,Cut Raina Gunawan,&G7*PRcn5C,+62 (083) 015-4487,Admin
PTG09347,"Tgk. Bagas Widodo, M.Kom.",5(^2Md7h_k,+62 (0842) 953 2854,Supervisor
PTG09348,Ibrani Pradipta,l1!AU4#i((,+62-014-339-1306,Supervisor
PTG09349,"Uli Situmorang, M.Farm",8(3fR(N^*c,+62-0185-576-9670,Petugas Loket
PTG09350,"Tgk. Umi Sihotang, S.E.",t5tZ&PDF$O,+62 (0715) 213-2499,Admin
PTG09351,Raden Farida,8Rxu(CsQ^6,+62 (045) 553 4119,Supervisor
PTG09352,Zulfa Hassanah,9YZVwI*q!e,+62-725-667-8660,Petugas Loket
PTG09353,"Hj. Ira Nashiruddin, S.IP",#IMMuhRV66,+62 (0532) 306 3719,Admin
PTG09354,Cut Yunita Sihombing,!t6oTlokB&,+62-005-264-6244,Kasir
PTG09355,Fathonah Ardianto,5HJ@3fIe&*,(0694) 444-9647,Kasir
PTG09356,Paramita Yolanda,Gf)4zVnAPS,+62 (96) 762 4453,Kasir
PTG09357,"Yance Yuniar, S.Sos",1tDiSvwa_F,(048) 687-5497,Supervisor
PTG09358,Kawaca Prastuti,986ADCxgE),(020) 178 4769,Admin
PTG09359,"R.A. Kasiyah Prasasta, M.Kom.",_DYy@rPb7E,+62-24-503-7652,Petugas Loket
PTG09360,Bahuraksa Anggriawan,!97WkERdEw,+62 (017) 545-2982,Petugas Loket
PTG09361,Cemeti Agustina,#p5Cb178V2,086 775 7289,Supervisor
PTG09362,"Nilam Uwais, M.TI.",&FYMEh7v8q,+62 (19) 539-2614,Admin
PTG09363,Okto Laksita,H0cEwxsQ@g,+62 (062) 383 9976,Supervisor
PTG09364,"Umay Waskita, S.Farm",!%GJP7IhGp,0875053389,Admin
PTG09365,"R. Zaenab Pratama, S.Kom",#fQqV!!ty4,(073) 071-3461,Supervisor
PTG09366,R.A. Tira Samosir,s49UbuxDz+,(0501) 918-0728,Supervisor
PTG09367,Dr. Ida Habibi,%0gLIoxkL^,+62-954-755-4359,Admin
PTG09368,Karen Wibowo,(2Q+Gq0pnc,(018) 943 1497,Petugas Loket
PTG09369,Maida Nasyiah,Qt+7OKR*(5,+62 (51) 507 0194,Supervisor
PTG09370,"Raisa Uwais, S.Psi",PO@1Xbqt$M,+62-020-678-8340,Supervisor
PTG09371,Hj. Hesti Utama,@b$bKbm0z4,081 402 0120,Petugas Loket
PTG09372,"Hj. Yance Pratiwi, S.IP",&42OmFlOv*,+62 (59) 644-4320,Kasir
PTG09373,Omar Salahudin,8xm*AEfq_m,+62-037-929-5787,Supervisor
PTG09374,Cakrabirawa Dongoran,L^$RSYb2AS,+62 (49) 243-7022,Kasir
PTG09375,"Kurnia Permadi, S.IP",NcGLQmY3*6,+62 (19) 117 6065,Kasir
PTG09376,Drs. Zahra Saputra,jqV5uHQl(z,+62-028-130-3006,Admin
PTG09377,Zulaikha Prabowo,)@6oYmM*%5,+62 (0381) 555 9644,Admin
PTG09378,"Ir. Bakda Hastuti, M.Pd",V*npN7(vFF,+62 (014) 774 8280,Kasir
PTG09379,"dr. Vanya Nashiruddin, M.Ak",W(m5TF_mnJ,0800847868,Petugas Loket
PTG09380,"T. Gaduh Mandasari, M.Farm",Ns9UucXo&G,(094) 882 6970,Kasir
PTG09381,Zaenab Mandala,z962Q@an)0,+62-81-994-5229,Kasir
PTG09382,Ratih Waskita,y98Rrkpp%2,0863463163,Admin
PTG09383,"Cakrawala Wastuti, S.I.Kom",7lP@S2q##7,0815384378,Supervisor
PTG09384,Vero Kusmawati,_5Qkr*OC1W,+62-09-824-0497,Admin
PTG09385,"Kurnia Saragih, S.T.",+2aBRJ&juH,(0876) 595 1263,Admin
PTG09386,Febi Andriani,#lY0tp5M#1,(0218) 972-4249,Supervisor
PTG09387,"Puti Uchita Puspasari, S.Ked",x!57Z)EoK8,(003) 890-9942,Kasir
PTG09388,Julia Mayasari,(*9P@bVQu8,+62-07-607-3933,Petugas Loket
PTG09389,Mitra Prasetyo,(8EV5tRg&2,(025) 297-6726,Petugas Loket
PTG09390,Panca Widodo,DR_45+Wng!,+62 (004) 143 3214,Petugas Loket
PTG09391,Restu Januar,cIGk$&tA#6,(0634) 919-9869,Petugas Loket
PTG09392,Muhammad Haryanto,72DuYl*p+t,+62 (401) 074 1211,Admin
PTG09393,Olivia Prasasta,0C_AXAIl(5,(089) 872 9568,Supervisor
PTG09394,"Omar Jailani, M.M.",!(O9TBeXg&,+62-385-466-5525,Supervisor
PTG09395,"R.M. Mulyono Pranowo, S.Pt",Y$6Hr%7MxA,+62 (041) 219 7883,Admin
PTG09396,"Ajiman Santoso, S.Gz",+s2Mloj252,+62 (012) 227-4389,Kasir
PTG09397,Puti Talia Utama,7l96Vi(y_!,+62 (0555) 222 7983,Supervisor
PTG09398,Padmi Situmorang,*74LCYZdbn,0805237946,Admin
PTG09399,"Tari Saputra, M.TI.",6I(So%Dc(V,(000) 971-6221,Kasir
PTG09400,Wani Suryatmi,$hp7qV^fUR,+62 (758) 868 2454,Petugas Loket
PTG09401,drg. Fitriani Halim,$09ZFbEc56,+62 (096) 827 9858,Admin
PTG09402,"Cut Rachel Permata, S.Pt",#&VWN%+v$1,+62 (98) 605 7462,Petugas Loket
PTG09403,Purwa Maheswara,5zI$(zW9)9,(067) 740 7257,Supervisor
PTG09404,Gadang Hassanah,U#24gYqEC9,+62 (012) 211 9671,Petugas Loket
PTG09405,"Dr. Prabowo Nababan, S.E.",2hVEg)zv)J,+62-70-309-8508,Kasir
PTG09406,"Tgk. Cawisadi Haryanti, S.Gz",7(TGgc2O@0,0876946634,Admin
PTG09407,Jagaraga Rahimah,_xCKxaRm8B,+62 (64) 125-9603,Petugas Loket
PTG09408,dr. Ratna Dongoran,)8)k2HOgiZ,+62-0811-790-2309,Admin
PTG09409,Purwa Maryati,*v0DSKvrxh,0895650878,Kasir
PTG09410,Drs. Gina Melani,Y&xL4uFl&m,+62 (506) 079 4349,Supervisor
PTG09411,"T. Gantar Thamrin, S.Psi",!_3Jgs^(r6,(0199) 776-9907,Petugas Loket
PTG09412,Slamet Utama,%2X4G)rMQQ,+62 (027) 528 6594,Kasir
PTG09413,"Kajen Sihombing, M.Pd",*1DqiMxda5,+62 (755) 559 0377,Kasir
PTG09414,Eva Simanjuntak,$DlfcE(y2d,+62 (192) 778 1888,Admin
PTG09415,"Rama Rajata, S.Sos",OJqta6xh(&,0820691818,Admin
PTG09416,Jamalia Waluyo,@1&dONU_fb,+62-143-311-8867,Supervisor
PTG09417,Siti Sinaga,)yiCge80i5,+62-782-013-8743,Petugas Loket
PTG09418,"Nurul Halimah, S.Farm",hg*3VBsRz@,+62 (0866) 709-5962,Petugas Loket
PTG09419,Harto Gunarto,iC3PW0sH(f,(074) 172-1850,Petugas Loket
PTG09420,"Pandu Najmudin, S.Pt",%E8NhYPC2*,+62-097-268-0999,Petugas Loket
PTG09421,Dr. Hardana Yolanda,Dd6%b3Rj^D,083 259 6708,Admin
PTG09422,Diah Dabukke,K(#74Lq6&a,+62 (40) 237-8335,Supervisor
PTG09423,"Cut Vivi Wasita, S.Gz",F9z*88Gxmg,+62 (068) 490-1216,Kasir
PTG09424,Olivia Widiastuti,w)9HgLLB4R,+62 (019) 803-3470,Admin
PTG09425,"Rika Saefullah, S.Psi",3@1GKmLqkF,083 825 6410,Petugas Loket
PTG09426,"Wawan Pudjiastuti, S.Ked",)v4UzoCuF8,+62-0563-238-4205,Kasir
PTG09427,"Michelle Manullang, S.Pd",*h3uyPg(nS,+62 (0398) 758 4382,Supervisor
PTG09428,Hasna Utami,D0&Phsqc(p,+62 (035) 185 7053,Petugas Loket
PTG09429,Puti Lalita Prastuti,#&k9TUfOp1,081 828 4783,Supervisor
PTG09430,Ibrahim Mandasari,Wo6VWmn2$*,+62 (023) 428-7624,Admin
PTG09431,Puti Septi Waluyo,*NBf#kck&0,083 026 8475,Supervisor
PTG09432,Opan Prabowo,&5r_KlaAdm,0807157045,Kasir
PTG09433,T. Surya Setiawan,)Qc2)5Whne,+62-0188-348-0657,Petugas Loket
PTG09434,Vanesa Hassanah,3y!4PNwzLE,0804206881,Admin
PTG09435,Tgk. Gilda Saptono,Wy$r6Vo_k(,+62 (0367) 419-3706,Kasir
PTG09436,dr. Zulaikha Pratiwi,#1xXk!Uad8,+62-795-494-5981,Kasir
PTG09437,Halim Mardhiyah,+g78hEDif+,(044) 801-8030,Kasir
PTG09438,Padmi Simanjuntak,au^Ii1Qf(!,+62 (0055) 538 8169,Admin
PTG09439,Natalia Mustofa,b35@3Ptp!N,(055) 792 3061,Kasir
PTG09440,Jindra Hutagalung,MTf87Ra1p^,0865264772,Admin
PTG09441,Elma Kusumo,@3OVjmjr1!,+62 (37) 059-7754,Supervisor
PTG09442,Malika Mahendra,0+ub2JCeI3,(0201) 719 3748,Kasir
PTG09443,"Ir. Usman Suryono, M.Pd",v5okM6zy_o,+62 (665) 412 5345,Kasir
PTG09444,"drg. Faizah Mulyani, S.H.",V+9YTDCovQ,+62 (082) 007 1754,Admin
PTG09445,Ciaobella Hardiansyah,K^2REcTfHf,+62 (004) 196-1806,Petugas Loket
PTG09446,Hamzah Kusumo,1H$36OrE!j,+62 (0417) 265-9564,Kasir
PTG09447,"Ir. Farah Prabowo, S.Pd",rb+3AigIqb,+62 (07) 574-0722,Petugas Loket
PTG09448,Purwanto Waluyo,pG85CkgJ$F,+62-0251-089-1279,Petugas Loket
PTG09449,Cakrabirawa Padmasari,yW7SplvM*Y,(068) 292-8690,Kasir
PTG09450,"Fitria Farida, M.Farm",@*(5Wn2@y8,+62-230-141-0988,Admin
PTG09451,Indah Wijaya,kr8XEg&sY&,+62 (90) 403 8581,Kasir
PTG09452,Aurora Prayoga,*_k1wUGxa4,+62-546-277-8258,Petugas Loket
PTG09453,"Tira Wacana, S.IP",P!6EgwndEd,(0907) 810-4802,Supervisor
PTG09454,Melinda Situmorang,lN3oZCwl@v,+62 (0788) 119-7967,Petugas Loket
PTG09455,Yessi Uyainah,b_zmINUf+6,+62 (567) 075 4928,Supervisor
PTG09456,"Ir. Zizi Rahayu, S.Pd",K8#@UNwc*6,+62 (071) 560 9782,Petugas Loket
PTG09457,Mustika Pradipta,m#NC2M#y&v,+62 (589) 000 4297,Kasir
PTG09458,"Drs. Jamalia Fujiati, S.Kom",1MpV*0Tvt),(0311) 310-2806,Kasir
PTG09459,Tasdik Uwais,1yAgAjHU@!,+62-067-372-9242,Kasir
PTG09460,Putri Hariyah,i69Of1EhV),+62 (426) 980 8443,Supervisor
PTG09461,"Jono Pradana, M.Farm",b^t9J1Je+_,+62 (18) 684-1072,Supervisor
PTG09462,Ellis Mayasari,I)0KIq%5Y&,+62 (0811) 859-8863,Admin
PTG09463,Tgk. Gabriella Marbun,aA56HWyg(m,+62-0903-880-4300,Admin
PTG09464,Elvina Melani,#DE5Klt7bv,+62 (27) 200 1991,Kasir
PTG09465,"Fathonah Simbolon, S.Psi",)79eeRo5Cp,(044) 061 9942,Kasir
PTG09466,"Karimah Mansur, S.Pt",)h@1AVOiz9,+62 (0743) 434-8972,Admin
PTG09467,Simon Sitorus,__5Vo)#z^b,+62-69-547-5916,Admin
PTG09468,"Amalia Manullang, M.M.",#MYM3^$xx),+62 (61) 550 9670,Supervisor
PTG09469,Tiara Mangunsong,&%HmR3Tr(%,088 410 3530,Kasir
PTG09470,R.A. Febi Prakasa,V$BY9S+Wag,+62 (056) 036 3236,Admin
PTG09471,"Tgk. Jamalia Novitasari, S.E.I",b3Vp+5BP+J,+62-768-868-8382,Petugas Loket
PTG09472,Dwi Setiawan,&Q64hDAoIU,+62-726-199-3570,Admin
PTG09473,Sutan Mahmud Pradana,jn3X8HfZ7(,+62 (0770) 141-8785,Kasir
PTG09474,Cut Siska Wulandari,PhMh4Ne#!7,+62 (658) 057-2342,Petugas Loket
PTG09475,Prima Pertiwi,wK)5CBp$oX,+62 (23) 083 8933,Petugas Loket
PTG09476,Tgk. Naradi Prasasta,R_9Zz$WxOd,(0728) 406 7967,Admin
PTG09477,"Respati Rahayu, M.TI.",3^8c78Yiut,+62-024-891-1563,Kasir
PTG09478,"Jamil Pratama, M.Ak",xdtRY8Sn_c,081 794 6176,Admin
PTG09479,"dr. Wage Waskita, S.E.I",kz^1WOYmWE,+62 (043) 906 7348,Supervisor
PTG09480,"Kasusra Hariyah, S.Psi",(1UD5V9w&m,+62-10-133-9615,Kasir
PTG09481,Clara Zulkarnain,+F(s8SpqX2,(046) 234 4233,Petugas Loket
PTG09482,"Drs. Calista Tarihoran, M.Kom.",a)(0LKYvLo,+62 (011) 295-2753,Kasir
PTG09483,"Dt. Drajat Purwanti, M.Pd",q+f+3PDwZx,+62 (0958) 925-0304,Supervisor
PTG09484,Lidya Budiman,Yk1TGRpg&^,0878297235,Petugas Loket
PTG09485,Natalia Waluyo,*j^LrkRNm2,(045) 041-9422,Supervisor
PTG09486,Jaiman Zulaika,x%74G7^epn,+62-060-344-0936,Supervisor
PTG09487,Cici Hidayanto,^(Z2$F5@+b,+62 (056) 599 4370,Admin
PTG09488,Ega Ramadan,!l3W4OgZ5a,+62 (038) 956-2231,Supervisor
PTG09489,Rafi Padmasari,kg21N5mx*Q,0828933978,Admin
PTG09490,"Nadine Winarsih, S.H.",$31D6kj$6z,080 519 8494,Kasir
PTG09491,Ratna Santoso,&+A6IqAoN1,+62 (026) 796 7850,Petugas Loket
PTG09492,Pangestu Santoso,ZjC3Z%yf)7,+62 (0642) 805-0394,Petugas Loket
PTG09493,"Mumpuni Saptono, M.TI.",!q9fHRY_6_,(042) 941-9638,Supervisor
PTG09494,Jaiman Nuraini,8_i8WZ$dg),+62 (013) 456 7661,Kasir
PTG09495,Emil Simbolon,8V#apTev#1,(058) 309 7539,Admin
PTG09496,Cut Alika Padmasari,&t*&JgoU40,+62-076-552-2408,Petugas Loket
PTG09497,Hilda Samosir,@1e5fwYc)O,+62-089-630-8841,Petugas Loket
PTG09498,"Hj. Amalia Pratama, S.Sos",+3LY7ZtD$c,+62 (0113) 792-0818,Petugas Loket
PTG09499,Kariman Latupono,9ik9H(Xc_s,+62-261-337-0402,Kasir
